hour_of_the_year;hour_of_the_day;day;electricity_consumption
7081;1;296;0.34558025
7082;2;296;0.27996325
7083;3;296;0.25295725
7084;4;296;0.274272
7085;5;296;0.3087505
7086;6;296;0.29798675
7087;7;296;0.3285025
7088;8;296;0.55076925
7089;9;296;0.47620775
7090;10;296;0.41003
7091;11;296;0.87389275
7092;12;296;0.7244405
7093;13;296;0.51354875
7094;14;296;0.57654
7095;15;296;0.55431525
7096;16;296;1.24704875
7097;17;296;0.54246625
7098;18;296;0.62080275
7099;19;296;0.6090915
7100;20;296;0.49779875
7101;21;296;0.580271
7102;22;296;0.69516475
7103;23;296;0.4726695
7104;24;296;0.34379375
