hour_of_the_year;hour_of_the_day;day;electricity_consumption
3553;1;149;0.18064025
3554;2;149;0.167762
3555;3;149;0.1839145
3556;4;149;0.18554825
3557;5;149;0.1998405
3558;6;149;0.19398325
3559;7;149;0.199007
3560;8;149;0.1983205
3561;9;149;0.19571075
3562;10;149;0.19514225
3563;11;149;0.175078
3564;12;149;0.1885155
3565;13;149;0.18526975
3566;14;149;0.19033975
3567;15;149;0.17389825
3568;16;149;0.17901875
3569;17;149;0.21836175
3570;18;149;0.2154695
3571;19;149;0.19398125
3572;20;149;0.1946605
3573;21;149;0.18817575
3574;22;149;0.1662695
3575;23;149;0.14529525
3576;24;149;0.201603
