hour_of_the_year;hour_of_the_day;day;electricity_consumption
3481;1;146;0.21195
3482;2;146;0.193525
3483;3;146;0.19656875
3484;4;146;0.19196925
3485;5;146;0.17922275
3486;6;146;0.15957325
3487;7;146;0.27596725
3488;8;146;0.846225
3489;9;146;0.1802595
3490;10;146;0.41432875
3491;11;146;0.64403275
3492;12;146;0.47774925
3493;13;146;0.56377575
3494;14;146;0.43290475
3495;15;146;0.52694925
3496;16;146;0.42561975
3497;17;146;0.2495815
3498;18;146;0.2096845
3499;19;146;0.8945365
3500;20;146;0.45506725
3501;21;146;0.322166
3502;22;146;0.5051385
3503;23;146;0.426665
3504;24;146;0.29167475
