hour_of_the_year;hour_of_the_day;day;electricity_consumption
6553;1;274;0.2004805
6554;2;274;0.2597965
6555;3;274;0.19616775
6556;4;274;0.241098
6557;5;274;0.1984955
6558;6;274;0.272959
6559;7;274;0.304907
6560;8;274;0.19739575
6561;9;274;0.196964
6562;10;274;0.2959015
6563;11;274;0.3908655
6564;12;274;0.494683
6565;13;274;0.71783675
6566;14;274;0.36565125
6567;15;274;0.41619975
6568;16;274;1.19289625
6569;17;274;0.19719975
6570;18;274;0.3787165
6571;19;274;0.506008
6572;20;274;0.52416225
6573;21;274;0.79779925
6574;22;274;0.56502
6575;23;274;0.50994925
6576;24;274;0.46041625
