hour_of_the_year;hour_of_the_day;day;electricity_consumption
6649;1;278;0.1831845
6650;2;278;0.19819225
6651;3;278;0.19367775
6652;4;278;0.19883775
6653;5;278;0.30054425
6654;6;278;0.3813655
6655;7;278;0.330586
6656;8;278;0.233654
6657;9;278;0.17910875
6658;10;278;0.19266325
6659;11;278;0.19133175
6660;12;278;0.1894225
6661;13;278;0.22750325
6662;14;278;0.34129625
6663;15;278;0.37386475
6664;16;278;0.361074
6665;17;278;0.428335
6666;18;278;0.878925
6667;19;278;1.360779
6668;20;278;0.58425
6669;21;278;0.32897825
6670;22;278;0.4429025
6671;23;278;0.4313925
6672;24;278;0.36073625
