hour_of_the_year;hour_of_the_day;day;electricity_consumption
4081;1;171;0.2046045
4082;2;171;0.19248725
4083;3;171;0.19528375
4084;4;171;0.193727
4085;5;171;0.1833285
4086;6;171;0.18386525
4087;7;171;1.1148575
4088;8;171;0.306658
4089;9;171;0.27813175
4090;10;171;0.19638575
4091;11;171;0.20395275
4092;12;171;0.19701225
4093;13;171;0.20201275
4094;14;171;0.20602575
4095;15;171;0.19629525
4096;16;171;0.33476775
4097;17;171;0.38844125
4098;18;171;0.17605475
4099;19;171;0.43615975
4100;20;171;0.346275
4101;21;171;0.919118
4102;22;171;0.99262475
4103;23;171;0.442363
4104;24;171;0.2777765
