hour_of_the_year;hour_of_the_day;day;electricity_consumption
2401;1;101;0.36180075
2402;2;101;0.28909575
2403;3;101;0.29224725
2404;4;101;0.3479125
2405;5;101;0.4109755
2406;6;101;0.40819325
2407;7;101;0.3461565
2408;8;101;0.793804
2409;9;101;0.92480525
2410;10;101;0.954835
2411;11;101;0.37131825
2412;12;101;0.30367225
2413;13;101;0.2809185
2414;14;101;0.2786525
2415;15;101;0.33340875
2416;16;101;0.592986
2417;17;101;0.60415875
2418;18;101;0.26242525
2419;19;101;0.30736475
2420;20;101;0.52023325
2421;21;101;0.5933155
2422;22;101;0.67720275
2423;23;101;0.47198325
2424;24;101;0.289567
