hour_of_the_year;hour_of_the_day;day;electricity_consumption
97;1;5;0.27942
98;2;5;0.27129925
99;3;5;0.2949285
100;4;5;0.29591375
101;5;5;0.29454875
102;6;5;0.33891875
103;7;5;0.37810375
104;8;5;0.430037
105;9;5;0.3481715
106;10;5;0.4959445
107;11;5;0.3619905
108;12;5;0.278244
109;13;5;0.289626
110;14;5;0.293452
111;15;5;0.294742
112;16;5;0.5193915
113;17;5;0.42718225
114;18;5;0.283824
115;19;5;0.30657825
116;20;5;0.81927875
117;21;5;0.70186925
118;22;5;1.13354975
119;23;5;0.40196625
120;24;5;0.30860275
