hour_of_the_year;hour_of_the_day;day;electricity_consumption
1873;1;79;0.50814875
1874;2;79;0.50464575
1875;3;79;0.4759415
1876;4;79;0.261386
1877;5;79;0.27133525
1878;6;79;0.69149575
1879;7;79;0.489381
1880;8;79;0.38106775
1881;9;79;0.37195675
1882;10;79;0.33497525
1883;11;79;0.306521
1884;12;79;0.51207725
1885;13;79;0.27974025
1886;14;79;0.31095575
1887;15;79;0.67569825
1888;16;79;0.6069995
1889;17;79;0.42657425
1890;18;79;0.9900745
1891;19;79;0.860453
1892;20;79;0.47169975
1893;21;79;0.633127
1894;22;79;0.586106
1895;23;79;0.74907425
1896;24;79;0.480298
