hour_of_the_year;hour_of_the_day;day;electricity_consumption
6457;1;270;0.25907075
6458;2;270;0.18779025
6459;3;270;0.16857525
6460;4;270;0.152849
6461;5;270;0.3512945
6462;6;270;0.34337375
6463;7;270;0.213783
6464;8;270;0.195172
6465;9;270;0.64806775
6466;10;270;0.20059575
6467;11;270;1.34991425
6468;12;270;0.71841225
6469;13;270;0.57021825
6470;14;270;0.5614395
6471;15;270;1.2576185
6472;16;270;1.195287
6473;17;270;0.62992025
6474;18;270;0.3994465
6475;19;270;0.40074325
6476;20;270;0.492398
6477;21;270;1.906335
6478;22;270;0.98034275
6479;23;270;0.48879375
6480;24;270;0.1910525
