hour_of_the_year;hour_of_the_day;day;electricity_consumption
3025;1;127;0.39310275
3026;2;127;0.392356
3027;3;127;0.19526675
3028;4;127;0.19809975
3029;5;127;0.187245
3030;6;127;0.20495075
3031;7;127;0.198968
3032;8;127;0.17961575
3033;9;127;0.15586225
3034;10;127;0.37088925
3035;11;127;0.38385475
3036;12;127;0.20590075
3037;13;127;0.293042
3038;14;127;0.19524375
3039;15;127;0.201264
3040;16;127;0.345451
3041;17;127;0.46644875
3042;18;127;0.45524275
3043;19;127;0.32048425
3044;20;127;0.43877975
3045;21;127;0.54675525
3046;22;127;0.52828375
3047;23;127;0.510517
3048;24;127;0.426296
