hour_of_the_year;hour_of_the_day;day;electricity_consumption
5233;1;219;0.572801
5234;2;219;0.2690345
5235;3;219;0.1876935
5236;4;219;0.1642435
5237;5;219;0.18223825
5238;6;219;0.210243
5239;7;219;0.19616975
5240;8;219;0.18495425
5241;9;219;0.19648325
5242;10;219;0.1984785
5243;11;219;0.19335075
5244;12;219;0.17338375
5245;13;219;0.18504825
5246;14;219;0.197221
5247;15;219;0.37664875
5248;16;219;0.3975945
5249;17;219;0.30965575
5250;18;219;0.4874125
5251;19;219;0.60637825
5252;20;219;0.715532
5253;21;219;0.50918775
5254;22;219;0.642611
5255;23;219;0.6280535
5256;24;219;0.29531825
