hour_of_the_year;hour_of_the_day;day;electricity_consumption
5737;1;240;0.18436875
5738;2;240;0.27906875
5739;3;240;0.1925145
5740;4;240;0.196714
5741;5;240;0.257837
5742;6;240;0.21166575
5743;7;240;0.19478725
5744;8;240;0.1962155
5745;9;240;0.28808375
5746;10;240;0.3409425
5747;11;240;1.13559275
5748;12;240;1.0939705
5749;13;240;0.384295
5750;14;240;0.4393805
5751;15;240;0.4438005
5752;16;240;0.41992925
5753;17;240;0.411291
5754;18;240;0.2639295
5755;19;240;0.592649
5756;20;240;1.53114
5757;21;240;0.90478725
5758;22;240;0.64876625
5759;23;240;0.4082445
5760;24;240;0.4146325
