hour_of_the_year;hour_of_the_day;day;electricity_consumption
7561;1;316;0.409728
7562;2;316;0.368813
7563;3;316;0.3239495
7564;4;316;0.265186
7565;5;316;0.269988
7566;6;316;0.27815325
7567;7;316;0.274596
7568;8;316;0.3130565
7569;9;316;0.30834375
7570;10;316;0.459735
7571;11;316;0.45644275
7572;12;316;0.3618065
7573;13;316;0.30024225
7574;14;316;0.28327875
7575;15;316;0.2795815
7576;16;316;0.76443725
7577;17;316;0.3513845
7578;18;316;0.698003
7579;19;316;0.73386075
7580;20;316;0.8104255
7581;21;316;0.86101125
7582;22;316;0.80090925
7583;23;316;0.70914125
7584;24;316;0.765522
