hour_of_the_year;hour_of_the_day;day;electricity_consumption
5953;1;249;0.196433
5954;2;249;0.1759865
5955;3;249;0.1729875
5956;4;249;0.174869
5957;5;249;0.30248775
5958;6;249;0.2501645
5959;7;249;0.286198
5960;8;249;0.2313515
5961;9;249;0.326297
5962;10;249;0.23313925
5963;11;249;0.180091
5964;12;249;0.2012805
5965;13;249;0.27623175
5966;14;249;0.9783015
5967;15;249;0.20189225
5968;16;249;0.3849265
5969;17;249;0.4146415
5970;18;249;0.35843275
5971;19;249;1.14443225
5972;20;249;1.3228345
5973;21;249;0.9507305
5974;22;249;0.57752925
5975;23;249;0.42753925
5976;24;249;0.330767
