hour_of_the_year;hour_of_the_day;day;electricity_consumption
3409;1;143;0.27168975
3410;2;143;0.2839605
3411;3;143;0.2823705
3412;4;143;0.28526225
3413;5;143;0.287436
3414;6;143;0.3613805
3415;7;143;0.3916095
3416;8;143;0.25981925
3417;9;143;0.25935475
3418;10;143;0.28571275
3419;11;143;0.2862655
3420;12;143;0.289968
3421;13;143;0.251407
3422;14;143;0.5123515
3423;15;143;0.46978425
3424;16;143;0.5366945
3425;17;143;0.433266
3426;18;143;0.26101125
3427;19;143;0.28928775
3428;20;143;0.37963625
3429;21;143;0.611436
3430;22;143;0.7247875
3431;23;143;0.40702925
3432;24;143;0.431691
