hour_of_the_year;hour_of_the_day;day;electricity_consumption
4153;1;174;0.1970755
4154;2;174;0.19506625
4155;3;174;0.19306875
4156;4;174;0.1898715
4157;5;174;0.274356
4158;6;174;0.281547
4159;7;174;0.28520625
4160;8;174;0.204042
4161;9;174;0.20394625
4162;10;174;0.20204725
4163;11;174;0.19133725
4164;12;174;0.1848095
4165;13;174;0.218813
4166;14;174;0.4182425
4167;15;174;0.31907925
4168;16;174;0.1889715
4169;17;174;0.4204125
4170;18;174;0.50914325
4171;19;174;1.122342
4172;20;174;0.91973975
4173;21;174;0.58272475
4174;22;174;0.568013
4175;23;174;0.232443
4176;24;174;0.1837635
