hour_of_the_year;hour_of_the_day;day;electricity_consumption
4417;1;185;0.27445525
4418;2;185;0.2137945
4419;3;185;0.201103
4420;4;185;0.19733925
4421;5;185;0.196497
4422;6;185;0.1913265
4423;7;185;0.1842455
4424;8;185;0.16984525
4425;9;185;0.18673625
4426;10;185;0.26569425
4427;11;185;0.26072
4428;12;185;0.233777
4429;13;185;0.467364
4430;14;185;0.86349425
4431;15;185;0.385712
4432;16;185;0.6211215
4433;17;185;0.19469325
4434;18;185;0.4046765
4435;19;185;0.2178575
4436;20;185;0.4344605
4437;21;185;0.610695
4438;22;185;0.53587575
4439;23;185;0.4948035
4440;24;185;0.4347305
