hour_of_the_year;hour_of_the_day;day;electricity_consumption
4489;1;188;0.19369775
4490;2;188;0.19542075
4491;3;188;0.19594
4492;4;188;0.18989475
4493;5;188;0.2278055
4494;6;188;0.19581125
4495;7;188;0.26208475
4496;8;188;0.48175125
4497;9;188;0.19481975
4498;10;188;0.19610325
4499;11;188;0.1980665
4500;12;188;0.1948555
4501;13;188;0.19378475
4502;14;188;0.19573875
4503;15;188;0.171026
4504;16;188;0.4855515
4505;17;188;0.195192
4506;18;188;0.34748875
4507;19;188;0.49525025
4508;20;188;0.759106
4509;21;188;0.32606725
4510;22;188;0.31256875
4511;23;188;0.34239125
4512;24;188;0.23560525
