hour_of_the_year;hour_of_the_day;day;electricity_consumption
3961;1;166;0.2469225
3962;2;166;0.184655
3963;3;166;0.182153
3964;4;166;0.18692025
3965;5;166;0.195928
3966;6;166;0.19336525
3967;7;166;0.21204825
3968;8;166;0.352108
3969;9;166;0.40270525
3970;10;166;0.25623925
3971;11;166;0.19412975
3972;12;166;0.19672575
3973;13;166;0.3461925
3974;14;166;0.702532
3975;15;166;0.30061375
3976;16;166;0.42245775
3977;17;166;0.19330575
3978;18;166;0.1936825
3979;19;166;0.17682675
3980;20;166;1.67209375
3981;21;166;0.67563
3982;22;166;0.6076725
3983;23;166;0.51327075
3984;24;166;0.19215275
