hour_of_the_year;hour_of_the_day;day;electricity_consumption
7249;1;303;0.36644825
7250;2;303;0.27182
7251;3;303;0.28993325
7252;4;303;0.28736825
7253;5;303;0.28986075
7254;6;303;0.2911525
7255;7;303;0.2878235
7256;8;303;0.286442
7257;9;303;0.90321725
7258;10;303;0.3147645
7259;11;303;1.38532825
7260;12;303;1.66074425
7261;13;303;0.394841
7262;14;303;0.46088725
7263;15;303;0.5116
7264;16;303;0.53040875
7265;17;303;0.52480475
7266;18;303;1.081475
7267;19;303;0.64134525
7268;20;303;0.7864955
7269;21;303;0.69030375
7270;22;303;0.898581
7271;23;303;0.529224
7272;24;303;0.27751125
