hour_of_the_year;hour_of_the_day;day;electricity_consumption
625;1;27;0.39362975
626;2;27;0.400514
627;3;27;0.297978
628;4;27;0.2860315
629;5;27;0.28338575
630;6;27;0.28272475
631;7;27;0.328143
632;8;27;1.38535575
633;9;27;0.95985275
634;10;27;0.6255105
635;11;27;0.32032625
636;12;27;0.97365125
637;13;27;0.42325575
638;14;27;0.3288355
639;15;27;0.42403525
640;16;27;0.388788
641;17;27;0.40742275
642;18;27;0.29160725
643;19;27;0.733387
644;20;27;0.45027675
645;21;27;0.7760895
646;22;27;0.6105755
647;23;27;0.89727775
648;24;27;0.52814275
