hour_of_the_year;hour_of_the_day;day;electricity_consumption
7753;1;324;0.1683195
7754;2;324;0.1888065
7755;3;324;0.1949295
7756;4;324;0.1962755
7757;5;324;0.19232275
7758;6;324;0.184907
7759;7;324;0.18466925
7760;8;324;0.194341
7761;9;324;0.3212075
7762;10;324;0.29302825
7763;11;324;0.45366425
7764;12;324;0.46910125
7765;13;324;1.50504225
7766;14;324;0.49162725
7767;15;324;0.49430125
7768;16;324;0.5108685
7769;17;324;0.4262165
7770;18;324;0.734193
7771;19;324;0.960788
7772;20;324;0.63148575
7773;21;324;1.032619
7774;22;324;0.367326
7775;23;324;0.31928825
7776;24;324;0.26649925
