hour_of_the_year;hour_of_the_day;day;electricity_consumption
409;1;18;0.29650375
410;2;18;0.328536
411;3;18;0.2906405
412;4;18;0.28215775
413;5;18;0.2412365
414;6;18;0.26200975
415;7;18;0.282829
416;8;18;0.51012125
417;9;18;0.391361
418;10;18;0.34381275
419;11;18;0.33108125
420;12;18;0.3179945
421;13;18;0.2944825
422;14;18;0.376128
423;15;18;1.06009925
424;16;18;1.38444025
425;17;18;0.59265925
426;18;18;0.63653875
427;19;18;0.65437875
428;20;18;0.55394425
429;21;18;0.6626335
430;22;18;0.6776875
431;23;18;0.67364475
432;24;18;0.52128325
