hour_of_the_year;hour_of_the_day;day;electricity_consumption
6193;1;259;0.163123
6194;2;259;0.15987175
6195;3;259;0.19611575
6196;4;259;0.230151
6197;5;259;0.260064
6198;6;259;0.24730525
6199;7;259;0.5672315
6200;8;259;0.626631
6201;9;259;0.2662955
6202;10;259;0.38993375
6203;11;259;0.33791275
6204;12;259;0.1758475
6205;13;259;0.188552
6206;14;259;0.3532665
6207;15;259;0.222088
6208;16;259;0.26357125
6209;17;259;0.2440385
6210;18;259;0.9393035
6211;19;259;0.66382675
6212;20;259;0.30045375
6213;21;259;0.37294225
6214;22;259;0.44897025
6215;23;259;0.35306825
6216;24;259;0.326836
