hour_of_the_year;hour_of_the_day;day;electricity_consumption
8209;1;343;0.28681975
8210;2;343;0.290302
8211;3;343;0.2850085
8212;4;343;0.2692545
8213;5;343;0.282331
8214;6;343;0.3801445
8215;7;343;0.3826295
8216;8;343;0.320595
8217;9;343;0.37790475
8218;10;343;0.364982
8219;11;343;0.3841285
8220;12;343;0.362086
8221;13;343;0.29368825
8222;14;343;0.28545675
8223;15;343;0.37167
8224;16;343;0.499303
8225;17;343;0.4144135
8226;18;343;0.383015
8227;19;343;1.08493225
8228;20;343;0.5458405
8229;21;343;0.8349135
8230;22;343;0.844565
8231;23;343;0.52627575
8232;24;343;0.5635185
