hour_of_the_year;hour_of_the_day;day;electricity_consumption
5449;1;228;0.45605475
5450;2;228;0.2855455
5451;3;228;0.157757
5452;4;228;0.17931875
5453;5;228;0.2790125
5454;6;228;0.1939235
5455;7;228;0.1972995
5456;8;228;0.19859925
5457;9;228;0.201934
5458;10;228;0.20216825
5459;11;228;0.198045
5460;12;228;0.19201775
5461;13;228;0.68746875
5462;14;228;1.349196
5463;15;228;0.97695625
5464;16;228;0.508125
5465;17;228;0.208485
5466;18;228;0.6098675
5467;19;228;0.90192825
5468;20;228;1.072099
5469;21;228;1.29561675
5470;22;228;0.54260025
5471;23;228;0.2314545
5472;24;228;0.18565075
