hour_of_the_year;hour_of_the_day;day;electricity_consumption
2305;1;97;0.4353495
2306;2;97;0.34834375
2307;3;97;0.29255425
2308;4;97;0.31889325
2309;5;97;0.32194
2310;6;97;0.41710625
2311;7;97;0.2686515
2312;8;97;0.2834545
2313;9;97;0.39116825
2314;10;97;0.29155425
2315;11;97;0.28773575
2316;12;97;0.288547
2317;13;97;0.575118
2318;14;97;1.25241875
2319;15;97;0.9545365
2320;16;97;0.4284185
2321;17;97;0.4957205
2322;18;97;1.354963
2323;19;97;0.56443975
2324;20;97;0.575739
2325;21;97;0.4583675
2326;22;97;0.54033
2327;23;97;0.44976025
2328;24;97;0.373008
