hour_of_the_year;hour_of_the_day;day;electricity_consumption
4777;1;200;0.23664125
4778;2;200;0.1847495
4779;3;200;0.1847675
4780;4;200;0.170632
4781;5;200;0.321882
4782;6;200;0.21275675
4783;7;200;0.197519
4784;8;200;0.2001925
4785;9;200;0.8661335
4786;10;200;0.30444875
4787;11;200;0.18741725
4788;12;200;0.22601825
4789;13;200;0.372589
4790;14;200;1.5629605
4791;15;200;1.4072285
4792;16;200;0.58699275
4793;17;200;0.215822
4794;18;200;0.2749225
4795;19;200;0.2965145
4796;20;200;0.839043
4797;21;200;1.35177775
4798;22;200;0.6602465
4799;23;200;0.488438
4800;24;200;0.222111
