hour_of_the_year;hour_of_the_day;day;electricity_consumption
4225;1;177;0.20232175
4226;2;177;0.17127375
4227;3;177;0.18990325
4228;4;177;0.1835015
4229;5;177;0.19123275
4230;6;177;0.185791
4231;7;177;0.17840225
4232;8;177;0.20018975
4233;9;177;0.377945
4234;10;177;0.2194065
4235;11;177;0.202294
4236;12;177;0.74165625
4237;13;177;0.30382075
4238;14;177;0.3428645
4239;15;177;0.5558515
4240;16;177;0.948835
4241;17;177;0.43357325
4242;18;177;0.48573775
4243;19;177;1.674272
4244;20;177;0.71798425
4245;21;177;0.56473175
4246;22;177;0.405057
4247;23;177;0.42274875
4248;24;177;0.22550475
