hour_of_the_year;hour_of_the_day;day;electricity_consumption
7705;1;322;0.42928675
7706;2;322;0.3525605
7707;3;322;0.27604675
7708;4;322;0.310814
7709;5;322;0.31261425
7710;6;322;0.8297735
7711;7;322;0.477803
7712;8;322;0.5838315
7713;9;322;0.367122
7714;10;322;0.41179025
7715;11;322;0.351425
7716;12;322;0.28360075
7717;13;322;0.271841
7718;14;322;0.9222095
7719;15;322;0.29889125
7720;16;322;0.5420835
7721;17;322;0.60306475
7722;18;322;0.5134125
7723;19;322;0.38634725
7724;20;322;0.4738935
7725;21;322;0.57302525
7726;22;322;0.41329275
7727;23;322;0.56879925
7728;24;322;0.412654
