hour_of_the_year;hour_of_the_day;day;electricity_consumption
2041;1;86;0.291664
2042;2;86;0.28952525
2043;3;86;0.2656295
2044;4;86;0.27336475
2045;5;86;0.28717875
2046;6;86;0.29058925
2047;7;86;0.2909975
2048;8;86;0.28703975
2049;9;86;0.29573875
2050;10;86;0.765454
2051;11;86;1.3088075
2052;12;86;0.3742895
2053;13;86;0.3287025
2054;14;86;0.252772
2055;15;86;0.47001725
2056;16;86;0.49792975
2057;17;86;1.19831475
2058;18;86;0.43467425
2059;19;86;0.5363035
2060;20;86;1.681936
2061;21;86;0.531239
2062;22;86;0.6329975
2063;23;86;0.4939145
2064;24;86;0.28627475
