hour_of_the_year;hour_of_the_day;day;electricity_consumption
2929;1;123;0.197102
2930;2;123;0.1950665
2931;3;123;0.171326
2932;4;123;0.172164
2933;5;123;0.23705175
2934;6;123;0.20939925
2935;7;123;0.19388925
2936;8;123;0.199033
2937;9;123;0.64815375
2938;10;123;0.71582075
2939;11;123;1.22974825
2940;12;123;1.31943575
2941;13;123;0.62211225
2942;14;123;0.95833675
2943;15;123;0.22197825
2944;16;123;0.25955
2945;17;123;0.18171225
2946;18;123;0.27786075
2947;19;123;0.32027725
2948;20;123;0.96222925
2949;21;123;0.5785435
2950;22;123;0.5319735
2951;23;123;0.56798725
2952;24;123;0.4896385
