hour_of_the_year;hour_of_the_day;day;electricity_consumption
2017;1;85;0.2869795
2018;2;85;0.290165
2019;3;85;0.29139
2020;4;85;0.28991675
2021;5;85;0.29302025
2022;6;85;0.30612975
2023;7;85;0.263594
2024;8;85;0.281044
2025;9;85;0.27683525
2026;10;85;0.2785685
2027;11;85;0.28824525
2028;12;85;0.28915975
2029;13;85;0.74308225
2030;14;85;0.39017675
2031;15;85;0.50712025
2032;16;85;0.4868425
2033;17;85;0.4668045
2034;18;85;0.5305925
2035;19;85;0.713858
2036;20;85;0.6082365
2037;21;85;0.828302
2038;22;85;0.58422925
2039;23;85;0.6746415
2040;24;85;0.52097325
