hour_of_the_year;hour_of_the_day;day;electricity_consumption
3169;1;133;0.174323
3170;2;133;0.1853295
3171;3;133;0.181443
3172;4;133;0.1974415
3173;5;133;0.20085175
3174;6;133;0.19786175
3175;7;133;0.19642425
3176;8;133;0.1924875
3177;9;133;0.1965035
3178;10;133;0.213568
3179;11;133;0.1704215
3180;12;133;0.1937785
3181;13;133;0.18921975
3182;14;133;0.75548075
3183;15;133;1.23833775
3184;16;133;0.19675125
3185;17;133;0.20304025
3186;18;133;0.42915975
3187;19;133;0.36235875
3188;20;133;0.7823905
3189;21;133;1.03195775
3190;22;133;0.55872025
3191;23;133;0.389959
3192;24;133;0.20179625
