hour_of_the_year;hour_of_the_day;day;electricity_consumption
1585;1;67;0.399061
1586;2;67;0.28331575
1587;3;67;0.28648725
1588;4;67;0.276811
1589;5;67;0.23914275
1590;6;67;0.27397375
1591;7;67;0.3042375
1592;8;67;1.219364
1593;9;67;0.54809
1594;10;67;0.39640275
1595;11;67;0.3135325
1596;12;67;0.2829635
1597;13;67;1.0035855
1598;14;67;0.589159
1599;15;67;0.48087325
1600;16;67;0.506525
1601;17;67;0.51613225
1602;18;67;0.57889675
1603;19;67;0.47738875
1604;20;67;0.507151
1605;21;67;0.83850975
1606;22;67;0.7887525
1607;23;67;0.520365
1608;24;67;0.40974125
