hour_of_the_year;hour_of_the_day;day;electricity_consumption
8425;1;352;0.38826525
8426;2;352;0.286192
8427;3;352;0.31295825
8428;4;352;0.27848175
8429;5;352;0.27706075
8430;6;352;0.31405725
8431;7;352;0.308115
8432;8;352;0.34081125
8433;9;352;0.64773375
8434;10;352;1.211128
8435;11;352;0.9573875
8436;12;352;1.939439
8437;13;352;3.097433
8438;14;352;1.05958675
8439;15;352;0.64736
8440;16;352;0.4592595
8441;17;352;0.6733585
8442;18;352;1.2155225
8443;19;352;0.6328315
8444;20;352;1.35627725
8445;21;352;1.08173875
8446;22;352;0.6684965
8447;23;352;0.5725175
8448;24;352;0.53495475
