hour_of_the_year;hour_of_the_day;day;electricity_consumption
5041;1;211;0.2408965
5042;2;211;0.22889675
5043;3;211;0.197303
5044;4;211;0.252652
5045;5;211;0.1956665
5046;6;211;0.1852285
5047;7;211;0.17291325
5048;8;211;0.1970265
5049;9;211;0.1924175
5050;10;211;0.1900475
5051;11;211;0.4278255
5052;12;211;0.88329
5053;13;211;0.424292
5054;14;211;0.710493
5055;15;211;0.656701
5056;16;211;0.18989925
5057;17;211;0.41642225
5058;18;211;1.57404275
5059;19;211;1.75471275
5060;20;211;1.36315875
5061;21;211;0.46803225
5062;22;211;0.66349325
5063;23;211;0.40695875
5064;24;211;0.3542115
