hour_of_the_year;hour_of_the_day;day;electricity_consumption
6889;1;288;0.2910575
6890;2;288;0.28851225
6891;3;288;0.28816375
6892;4;288;0.27408925
6893;5;288;0.27620475
6894;6;288;0.262677
6895;7;288;0.29076475
6896;8;288;0.28603625
6897;9;288;0.2887055
6898;10;288;0.28991175
6899;11;288;0.33988925
6900;12;288;0.79913925
6901;13;288;0.34173675
6902;14;288;1.636334
6903;15;288;1.291614
6904;16;288;0.39598325
6905;17;288;0.464919
6906;18;288;0.4883315
6907;19;288;1.00335625
6908;20;288;0.37381475
6909;21;288;0.5393705
6910;22;288;0.5378645
6911;23;288;0.3052695
6912;24;288;0.28865225
