hour_of_the_year;hour_of_the_day;day;electricity_consumption
6409;1;268;0.31829175
6410;2;268;0.29581075
6411;3;268;0.1728745
6412;4;268;0.186552
6413;5;268;0.1964095
6414;6;268;0.18986925
6415;7;268;0.19496375
6416;8;268;0.19429275
6417;9;268;0.1980305
6418;10;268;0.18566575
6419;11;268;0.75786625
6420;12;268;0.27180575
6421;13;268;0.35095075
6422;14;268;0.20357275
6423;15;268;0.19671225
6424;16;268;0.795044
6425;17;268;0.29021925
6426;18;268;0.42605075
6427;19;268;0.420296
6428;20;268;0.602462
6429;21;268;0.374435
6430;22;268;0.47464625
6431;23;268;0.36408775
6432;24;268;0.46974075
