hour_of_the_year;hour_of_the_day;day;electricity_consumption
5809;1;243;0.179975
5810;2;243;0.19566825
5811;3;243;0.19549
5812;4;243;0.195102
5813;5;243;0.29216475
5814;6;243;0.2772345
5815;7;243;0.20221275
5816;8;243;0.17043325
5817;9;243;0.16022825
5818;10;243;0.31063975
5819;11;243;0.88479025
5820;12;243;0.25657725
5821;13;243;0.197337
5822;14;243;0.85500225
5823;15;243;1.61850025
5824;16;243;0.89637775
5825;17;243;0.8752635
5826;18;243;0.20167225
5827;19;243;0.28422475
5828;20;243;0.21638925
5829;21;243;0.2311385
5830;22;243;0.34852125
5831;23;243;0.31422475
5832;24;243;0.24586175
