hour_of_the_year;hour_of_the_day;day;electricity_consumption
5833;1;244;0.1960925
5834;2;244;0.19558575
5835;3;244;0.192486
5836;4;244;0.22456075
5837;5;244;0.20409725
5838;6;244;0.31375625
5839;7;244;0.8912085
5840;8;244;0.883416
5841;9;244;0.83854725
5842;10;244;0.19797025
5843;11;244;0.19615675
5844;12;244;0.28633825
5845;13;244;0.56536575
5846;14;244;0.7415975
5847;15;244;0.188998
5848;16;244;0.3811015
5849;17;244;0.54460225
5850;18;244;0.5188545
5851;19;244;0.54120975
5852;20;244;0.86809575
5853;21;244;0.47214925
5854;22;244;0.3342935
5855;23;244;0.90645775
5856;24;244;0.98032175
