hour_of_the_year;hour_of_the_day;day;electricity_consumption
8041;1;336;0.33631625
8042;2;336;0.303961
8043;3;336;0.29545125
8044;4;336;0.2928085
8045;5;336;0.29461725
8046;6;336;0.293232
8047;7;336;0.40155175
8048;8;336;0.43239925
8049;9;336;0.38013075
8050;10;336;0.34160375
8051;11;336;0.51621375
8052;12;336;0.82079275
8053;13;336;0.8122035
8054;14;336;0.46564425
8055;15;336;0.31267675
8056;16;336;0.354183
8057;17;336;0.38304275
8058;18;336;0.663228
8059;19;336;0.54201975
8060;20;336;0.703224
8061;21;336;0.4431885
8062;22;336;0.42431725
8063;23;336;1.06475975
8064;24;336;1.07879025
