hour_of_the_year;hour_of_the_day;day;electricity_consumption
985;1;42;0.2942485
986;2;42;0.279962
987;3;42;0.26233025
988;4;42;0.28514475
989;5;42;0.284807
990;6;42;0.2684585
991;7;42;0.29986125
992;8;42;0.41817525
993;9;42;0.42196625
994;10;42;0.5859295
995;11;42;0.428382
996;12;42;0.423646
997;13;42;0.39285075
998;14;42;0.29243775
999;15;42;0.28903325
1000;16;42;0.30039375
1001;17;42;0.36489475
1002;18;42;0.759185
1003;19;42;0.6986085
1004;20;42;0.6508855
1005;21;42;1.3895045
1006;22;42;0.40677775
1007;23;42;0.43115575
1008;24;42;0.3630905
