hour_of_the_year;hour_of_the_day;day;electricity_consumption
2161;1;91;0.26861625
2162;2;91;0.26491375
2163;3;91;0.2764935
2164;4;91;0.28210525
2165;5;91;0.26902375
2166;6;91;0.293869
2167;7;91;0.31441125
2168;8;91;0.4485865
2169;9;91;0.322882
2170;10;91;0.2866545
2171;11;91;0.568081
2172;12;91;0.62993725
2173;13;91;0.489423
2174;14;91;1.163171
2175;15;91;1.2349315
2176;16;91;0.7969455
2177;17;91;0.474633
2178;18;91;0.46467925
2179;19;91;2.000189
2180;20;91;0.68927875
2181;21;91;0.607149
2182;22;91;1.8424675
2183;23;91;0.98643925
2184;24;91;0.46095325
