hour_of_the_year;hour_of_the_day;day;electricity_consumption
4033;1;169;0.30883975
4034;2;169;0.4152685
4035;3;169;0.32691225
4036;4;169;0.1965205
4037;5;169;0.1961385
4038;6;169;0.191496
4039;7;169;0.166003
4040;8;169;0.18280475
4041;9;169;0.80141075
4042;10;169;0.9885505
4043;11;169;0.3802455
4044;12;169;0.47347025
4045;13;169;0.41023325
4046;14;169;0.41767725
4047;15;169;0.36245875
4048;16;169;0.16558675
4049;17;169;0.36939825
4050;18;169;0.26509775
4051;19;169;0.311051
4052;20;169;0.469829
4053;21;169;0.3915525
4054;22;169;0.60997775
4055;23;169;0.54504875
4056;24;169;0.530286
