hour_of_the_year;hour_of_the_day;day;electricity_consumption
3769;1;158;0.37858325
3770;2;158;0.43554275
3771;3;158;0.189431
3772;4;158;0.1658995
3773;5;158;0.176327
3774;6;158;0.1971495
3775;7;158;0.241725
3776;8;158;0.3227535
3777;9;158;0.223813
3778;10;158;0.8697205
3779;11;158;0.21581275
3780;12;158;0.663716
3781;13;158;0.38791025
3782;14;158;0.2771295
3783;15;158;0.2690655
3784;16;158;0.79915775
3785;17;158;0.21189
3786;18;158;0.18507425
3787;19;158;0.186402
3788;20;158;0.2024885
3789;21;158;0.392145
3790;22;158;0.51822425
3791;23;158;0.3393305
3792;24;158;0.18362975
