hour_of_the_year;hour_of_the_day;day;electricity_consumption
7633;1;319;0.1890245
7634;2;319;0.1853995
7635;3;319;0.15731275
7636;4;319;0.160596
7637;5;319;0.19641625
7638;6;319;0.19554475
7639;7;319;0.554514
7640;8;319;0.35394
7641;9;319;0.32377275
7642;10;319;0.3909365
7643;11;319;0.204071
7644;12;319;0.16933425
7645;13;319;0.16645575
7646;14;319;0.2045595
7647;15;319;0.636133
7648;16;319;0.3730255
7649;17;319;0.2389785
7650;18;319;0.34379875
7651;19;319;1.1893945
7652;20;319;1.25150625
7653;21;319;0.69659825
7654;22;319;0.682893
7655;23;319;0.72754725
7656;24;319;0.593577
