hour_of_the_year;hour_of_the_day;day;electricity_consumption
8137;1;340;0.3184135
8138;2;340;0.2555085
8139;3;340;0.27530725
8140;4;340;0.28346775
8141;5;340;0.2862795
8142;6;340;0.282223
8143;7;340;0.30170625
8144;8;340;0.755603
8145;9;340;0.987744
8146;10;340;0.496532
8147;11;340;0.2657075
8148;12;340;0.8317995
8149;13;340;1.2070785
8150;14;340;1.09370825
8151;15;340;0.27066225
8152;16;340;0.317143
8153;17;340;0.4637045
8154;18;340;1.06303975
8155;19;340;0.5784565
8156;20;340;0.70898175
8157;21;340;0.81279775
8158;22;340;0.67310075
8159;23;340;0.430085
8160;24;340;0.4254395
