hour_of_the_year;hour_of_the_day;day;electricity_consumption
8401;1;351;0.3003555
8402;2;351;0.28897275
8403;3;351;0.29283575
8404;4;351;0.27619975
8405;5;351;0.26093075
8406;6;351;0.29201925
8407;7;351;0.2908785
8408;8;351;0.2942985
8409;9;351;0.4215575
8410;10;351;0.50935725
8411;11;351;0.4793325
8412;12;351;0.619943
8413;13;351;0.98825675
8414;14;351;0.49480275
8415;15;351;0.5189925
8416;16;351;0.70224025
8417;17;351;0.58947975
8418;18;351;0.61845125
8419;19;351;0.49226175
8420;20;351;1.4428865
8421;21;351;0.96641025
8422;22;351;0.89665025
8423;23;351;0.43029025
8424;24;351;0.382076
