hour_of_the_year;hour_of_the_day;day;electricity_consumption
7873;1;329;0.286349
7874;2;329;0.28852275
7875;3;329;0.2859835
7876;4;329;0.28825325
7877;5;329;0.28937325
7878;6;329;0.28631125
7879;7;329;0.276534
7880;8;329;0.26905125
7881;9;329;0.55110575
7882;10;329;0.39281725
7883;11;329;0.287
7884;12;329;0.27042425
7885;13;329;1.4626225
7886;14;329;0.30372175
7887;15;329;0.313379
7888;16;329;0.353937
7889;17;329;1.61584425
7890;18;329;0.588761
7891;19;329;0.46125075
7892;20;329;0.5496585
7893;21;329;0.81847875
7894;22;329;0.44580775
7895;23;329;0.3948965
7896;24;329;0.63169225
