hour_of_the_year;hour_of_the_day;day;electricity_consumption
8617;1;360;0.43948775
8618;2;360;0.2866635
8619;3;360;0.308513
8620;4;360;0.2986195
8621;5;360;0.33498625
8622;6;360;0.37536125
8623;7;360;0.267815
8624;8;360;0.38803825
8625;9;360;0.500028
8626;10;360;0.43921025
8627;11;360;0.44676775
8628;12;360;1.37535175
8629;13;360;1.47824825
8630;14;360;0.934355
8631;15;360;1.341978
8632;16;360;0.507604
8633;17;360;0.5133805
8634;18;360;0.9852775
8635;19;360;0.72602925
8636;20;360;0.7451705
8637;21;360;0.8916685
8638;22;360;0.9440965
8639;23;360;0.93647875
8640;24;360;0.91511475
