hour_of_the_year;hour_of_the_day;day;electricity_consumption
8497;1;355;0.33590875
8498;2;355;0.29348025
8499;3;355;0.2959185
8500;4;355;0.29722075
8501;5;355;0.2813615
8502;6;355;0.261971
8503;7;355;0.2666215
8504;8;355;0.3169915
8505;9;355;0.285192
8506;10;355;0.41021225
8507;11;355;0.73805525
8508;12;355;0.440633
8509;13;355;0.66618225
8510;14;355;0.530681
8511;15;355;0.896776
8512;16;355;0.26985325
8513;17;355;0.88506125
8514;18;355;0.61846675
8515;19;355;2.1189055
8516;20;355;1.38322275
8517;21;355;0.54658175
8518;22;355;0.54353775
8519;23;355;0.5155735
8520;24;355;0.37428175
