hour_of_the_year;hour_of_the_day;day;electricity_consumption
6241;1;261;0.305274
6242;2;261;0.3136815
6243;3;261;0.312297
6244;4;261;0.3214315
6245;5;261;0.31551875
6246;6;261;0.330865
6247;7;261;0.32886675
6248;8;261;0.26024175
6249;9;261;0.22261725
6250;10;261;0.204633
6251;11;261;0.57626125
6252;12;261;0.36420175
6253;13;261;0.249559
6254;14;261;0.3371535
6255;15;261;0.26789975
6256;16;261;0.30852825
6257;17;261;0.42317425
6258;18;261;0.21607675
6259;19;261;0.19498525
6260;20;261;0.920988
6261;21;261;1.291693
6262;22;261;0.63693975
6263;23;261;0.54797
6264;24;261;0.48229875
