hour_of_the_year;hour_of_the_day;day;electricity_consumption
4465;1;187;0.21714075
4466;2;187;0.21519925
4467;3;187;0.1827255
4468;4;187;0.1775215
4469;5;187;0.224966
4470;6;187;0.22099
4471;7;187;0.1876595
4472;8;187;0.169374
4473;9;187;0.37316525
4474;10;187;0.164017
4475;11;187;0.173353
4476;12;187;0.20057275
4477;13;187;0.20806875
4478;14;187;0.203853
4479;15;187;1.14440425
4480;16;187;0.2950515
4481;17;187;0.264108
4482;18;187;0.666641
4483;19;187;0.876341
4484;20;187;0.49093625
4485;21;187;0.65983675
4486;22;187;0.58678025
4487;23;187;0.20884075
4488;24;187;0.2319725
