hour_of_the_year;hour_of_the_day;day;electricity_consumption
8593;1;359;0.3075195
8594;2;359;0.27860125
8595;3;359;0.28124975
8596;4;359;0.28217925
8597;5;359;0.296534
8598;6;359;0.29449525
8599;7;359;0.33041025
8600;8;359;0.298773
8601;9;359;0.283458
8602;10;359;0.43765375
8603;11;359;0.9574515
8604;12;359;0.78301075
8605;13;359;0.3818215
8606;14;359;0.425782
8607;15;359;0.54805975
8608;16;359;0.53711875
8609;17;359;0.63772125
8610;18;359;0.7220615
8611;19;359;0.88260175
8612;20;359;0.576875
8613;21;359;1.14393875
8614;22;359;1.36326375
8615;23;359;0.613502
8616;24;359;0.59127675
