hour_of_the_year;hour_of_the_day;day;electricity_consumption
1657;1;70;0.3744035
1658;2;70;0.259955
1659;3;70;0.26373075
1660;4;70;0.29365925
1661;5;70;0.294744
1662;6;70;0.40782175
1663;7;70;0.656405
1664;8;70;0.88563275
1665;9;70;0.294637
1666;10;70;0.3224265
1667;11;70;0.259747
1668;12;70;0.688557
1669;13;70;0.46447975
1670;14;70;0.50456425
1671;15;70;0.9783
1672;16;70;0.522093
1673;17;70;0.40332425
1674;18;70;0.4856785
1675;19;70;1.16591175
1676;20;70;0.52881025
1677;21;70;0.6434395
1678;22;70;0.7175585
1679;23;70;0.55713275
1680;24;70;0.634124
