hour_of_the_year;hour_of_the_day;day;electricity_consumption
2593;1;109;0.82664025
2594;2;109;0.2213235
2595;3;109;0.31747025
2596;4;109;0.29904775
2597;5;109;0.2808115
2598;6;109;0.257258
2599;7;109;0.20207725
2600;8;109;0.3876105
2601;9;109;0.44399425
2602;10;109;0.19664825
2603;11;109;0.23962175
2604;12;109;0.19739725
2605;13;109;0.752668
2606;14;109;0.17573175
2607;15;109;0.2015565
2608;16;109;0.4150795
2609;17;109;0.40838125
2610;18;109;0.46069525
2611;19;109;0.7105195
2612;20;109;1.015262
2613;21;109;0.68852475
2614;22;109;0.79777625
2615;23;109;0.64141775
2616;24;109;0.4800515
