hour_of_the_year;hour_of_the_day;day;electricity_consumption
8449;1;353;0.457406
8450;2;353;0.2914515
8451;3;353;0.2914575
8452;4;353;0.2986105
8453;5;353;0.3000255
8454;6;353;0.282681
8455;7;353;1.13594875
8456;8;353;1.1404135
8457;9;353;0.71907325
8458;10;353;0.39891025
8459;11;353;0.36553475
8460;12;353;0.81359725
8461;13;353;1.223311
8462;14;353;0.6234625
8463;15;353;0.996158
8464;16;353;0.309253
8465;17;353;0.32932275
8466;18;353;0.57279
8467;19;353;0.401153
8468;20;353;1.09202525
8469;21;353;0.65939425
8470;22;353;0.96169025
8471;23;353;0.57536275
8472;24;353;0.42098625
