hour_of_the_year;hour_of_the_day;day;electricity_consumption
5881;1;246;0.191265
5882;2;246;0.17781925
5883;3;246;0.185094
5884;4;246;0.21752975
5885;5;246;0.2769015
5886;6;246;0.1645545
5887;7;246;0.1772585
5888;8;246;0.1979535
5889;9;246;0.200852
5890;10;246;0.199383
5891;11;246;0.201876
5892;12;246;0.204485
5893;13;246;0.871068
5894;14;246;1.61109975
5895;15;246;1.39010575
5896;16;246;0.78463225
5897;17;246;0.38661625
5898;18;246;0.26828975
5899;19;246;1.1475385
5900;20;246;0.63015925
5901;21;246;0.6997805
5902;22;246;0.813453
5903;23;246;0.5608145
5904;24;246;0.24218725
