hour_of_the_year;hour_of_the_day;day;electricity_consumption
6481;1;271;0.17334525
6482;2;271;0.1682385
6483;3;271;0.1958315
6484;4;271;0.19915625
6485;5;271;0.23959
6486;6;271;0.25669075
6487;7;271;0.4684395
6488;8;271;0.43222
6489;9;271;0.223791
6490;10;271;0.19317925
6491;11;271;0.221787
6492;12;271;0.26389975
6493;13;271;0.16753225
6494;14;271;0.784023
6495;15;271;0.888594
6496;16;271;1.5001115
6497;17;271;1.0956285
6498;18;271;0.953353
6499;19;271;0.45184325
6500;20;271;0.556975
6501;21;271;1.23929625
6502;22;271;0.4581475
6503;23;271;0.69909425
6504;24;271;0.39282475
