hour_of_the_year;hour_of_the_day;day;electricity_consumption
5785;1;242;0.1839355
5786;2;242;0.18891775
5787;3;242;0.17605775
5788;4;242;0.17405325
5789;5;242;0.17234075
5790;6;242;0.23976625
5791;7;242;0.210388
5792;8;242;0.25747375
5793;9;242;0.18911325
5794;10;242;0.18538475
5795;11;242;0.196537
5796;12;242;0.19389725
5797;13;242;0.165268
5798;14;242;0.17357025
5799;15;242;0.29908125
5800;16;242;0.38215125
5801;17;242;0.219914
5802;18;242;0.34908775
5803;19;242;0.56380425
5804;20;242;0.63951225
5805;21;242;0.8436885
5806;22;242;0.598452
5807;23;242;0.4701605
5808;24;242;0.30711175
