hour_of_the_year;hour_of_the_day;day;electricity_consumption
5761;1;241;0.41032225
5762;2;241;0.411407
5763;3;241;0.20384475
5764;4;241;0.19428425
5765;5;241;0.3338685
5766;6;241;0.2127155
5767;7;241;0.1964235
5768;8;241;0.18306625
5769;9;241;0.1947895
5770;10;241;0.18184425
5771;11;241;0.17751125
5772;12;241;0.68503575
5773;13;241;0.644514
5774;14;241;0.346155
5775;15;241;0.239099
5776;16;241;0.419705
5777;17;241;0.417836
5778;18;241;1.15013075
5779;19;241;0.95704775
5780;20;241;0.31797
5781;21;241;0.50093975
5782;22;241;1.29266075
5783;23;241;0.40647225
5784;24;241;0.20244925
