hour_of_the_year;hour_of_the_day;day;electricity_consumption
5377;1;225;0.22811575
5378;2;225;0.1953735
5379;3;225;0.1930785
5380;4;225;0.19636275
5381;5;225;0.18346775
5382;6;225;0.20136575
5383;7;225;0.29834225
5384;8;225;0.19981825
5385;9;225;0.53063425
5386;10;225;0.5256055
5387;11;225;0.977697
5388;12;225;0.3674325
5389;13;225;0.202565
5390;14;225;0.39714525
5391;15;225;0.36827225
5392;16;225;0.561801
5393;17;225;0.864586
5394;18;225;1.44860425
5395;19;225;1.81552375
5396;20;225;0.64493675
5397;21;225;0.711743
5398;22;225;0.72698925
5399;23;225;0.48107925
5400;24;225;0.80837275
